user_id,total_spend,count_saved_items,loyalty_credits,batch_id
8037,181,27,413,488
8036,3147,28,69,3863
8031,3802,50,872,3059
8030,6124,12,219,6106
8033,3754,50,620,4338
8032,2421,28,610,2577
8039,1138,0,877,1578
8038,5047,33,39,6624
2805,1071,11,591,1877
8529,92,5,226,1928
8528,1530,6,752,1890
8523,6427,39,631,7674
8522,5043,19,582,6134
8521,5375,14,954,6607
8520,3414,27,11,4439
8527,131,32,352,1573
8526,3176,18,446,4368
8525,4884,36,462,5213
8524,5996,26,615,7863
8536,6967,46,133,7413
4299,5493,35,95,6153
4298,2938,10,873,2921
4295,4098,18,796,4681
4294,1646,42,396,615
4297,4764,49,980,4724
4296,3812,7,826,3579
4291,189,8,528,1306
4290,1564,2,947,1099
4293,2203,17,936,2118
4292,365,3,928,1013
4749,4610,3,887,5105
4748,6624,10,320,7736
1324,5000,34,376,6191
4743,939,21,510,1152
4742,741,33,225,470
4741,6966,4,772,6161
4740,444,43,268,344
4747,4887,19,487,5777
4746,1956,0,255,1629
4745,2260,22,386,2208
4744,5316,3,743,6865
5869,1438,35,886,1428
5868,2195,40,714,2635
5865,1961,16,707,1227
5864,3816,44,617,3763
5867,4803,38,998,5792
5866,1153,19,797,613
5861,3245,3,500,3815
5860,1793,38,297,1223
5863,1273,34,584,1429
5862,1453,26,104,935
2183,1796,50,115,1082
2182,37,40,691,1919
2181,554,32,244,38
2180,6693,39,18,7742
2187,4967,41,704,5488
2186,2527,25,318,2080
2185,1133,16,478,940
4609,5979,48,926,7083
4606,6922,15,754,6327
4607,194,2,331,137
4604,5363,22,832,6207
4605,4626,41,614,4641
4602,967,11,229,1192
4603,173,4,900,16
4600,118,47,507,554
4601,3798,6,805,3712
6451,99,29,767,1104
6450,5744,21,948,7663
6453,1685,3,804,1124
6452,4881,27,464,4644
9292,910,2,516,613
8138,2244,17,359,2820
6902,4761,31,775,5579
151,6705,7,52,7840
150,2999,15,467,2106
153,1682,4,773,1960
152,3971,10,49,3521
155,3196,47,333,3951
154,5651,29,580,7373
157,6987,47,169,6826
156,5303,46,829,6665
159,4055,40,163,4635
158,1649,33,537,808
8685,3452,2,751,4422
8134,2768,41,278,2683
8135,239,22,531,322
7998,3386,47,188,4482
8688,116,38,743,935
8689,946,48,151,1097
6187,1123,30,791,306
6186,6717,19,601,7337
6185,4904,30,653,4578
6184,1038,30,910,163
6183,2232,23,653,2837
6909,4580,14,435,5726
6181,3766,16,717,3409
6180,2278,26,591,2022
8133,4434,27,232,5471
6189,6711,38,489,6764
6188,2049,37,159,2009
2727,5891,22,59,6035
2726,6350,44,660,6152
2725,4531,43,284,4761
2724,1210,48,566,62
2723,4323,45,830,5143
2722,4697,2,551,5402
2721,3407,44,745,3773
2720,1353,48,354,1316
2729,4799,29,930,4819
2728,4000,2,932,4472
7236,4115,4,511,4857
7945,2855,39,885,2442
9193,3302,5,505,3292
9192,3187,30,809,3981
7940,2140,26,689,2589
7233,4051,16,34,5108
7230,2652,29,768,2529
7231,1232,41,563,99
9199,932,36,77,1253
9198,4928,31,237,4982
7948,3055,50,436,3126
7949,2791,50,152,2514
7238,4649,3,251,5650
7239,3239,4,480,4129
6239,1562,45,295,0
6238,1320,15,740,1517
3089,832,14,637,414
6235,4015,18,484,4844
6234,1165,20,862,1800
6237,4913,13,868,4807
6236,4718,6,712,4644
6231,5856,6,921,6464
6230,6315,9,675,7268
6233,2709,7,19,2697
6232,1983,41,405,1952
7815,1121,27,199,462
9779,1664,17,602,583
9778,4125,38,469,5482
3087,1514,33,246,980
9775,3998,35,508,4338
9774,519,30,628,1048
9777,2354,49,418,2775
9776,783,11,749,66
9771,2107,36,444,2499
9770,5115,41,511,7130
9773,6043,29,381,6806
9772,85,12,660,1237
8866,5947,34,949,7796
8867,217,11,232,1315
8864,5271,28,430,7014
8865,5687,39,134,7357
8862,5215,1,762,6701
8863,4344,33,706,4810
8860,1917,49,81,518
8861,6222,29,113,6479
8868,4568,8,985,5475
8869,195,11,608,1139
818,3741,12,121,4390
819,4408,25,808,4501
810,3483,1,380,3940
811,6968,2,104,6940
812,4863,17,156,5252
813,1704,24,73,746
814,1925,23,934,430
815,1754,11,83,1772
816,3624,0,676,4316
817,4266,40,855,5924
3495,5815,37,670,6924
7934,4456,20,843,5474
5267,3879,39,615,3155
4570,5636,45,395,7285
5265,6662,7,829,6671
1703,5052,18,961,6992
1704,2249,33,329,2990
5262,3279,47,965,3553
1706,5598,2,951,6630
5260,3588,22,209,3833
1708,875,38,609,385
1709,5418,26,976,6370
2097,3253,40,511,4371
5269,6757,21,885,7563
5268,569,36,536,664
2096,2568,24,493,2381
2091,2404,18,426,2041
2090,1408,0,46,1940
2093,2882,16,951,2414
4577,6862,45,631,7694
7936,4728,41,646,5694
3029,6622,16,391,6822
3028,5235,44,224,7869
3027,4099,49,99,5414
3026,1729,49,296,703
3025,6769,6,288,6738
3024,2691,13,282,2173
3023,4164,9,111,5205
3022,6865,27,730,6800
3021,5876,31,733,6621
3020,1129,22,509,1741
7939,5129,13,22,6829
8738,1349,48,256,774
8739,1399,29,145,626
8736,549,10,587,318
8737,6843,16,601,7128
8734,6834,33,442,6977
8735,4638,2,870,4716
8732,6964,39,628,6019
8733,4938,5,651,5917
8730,386,19,440,952
8731,4675,23,321,5113
4198,4195,49,842,4777
4199,1114,21,972,9
4196,4329,10,673,5118
4197,3546,0,778,3229
4194,1458,44,330,1181
4195,1927,33,954,1205
4192,688,19,876,1472
4193,3510,37,95,4182
4190,981,13,27,1301
4191,5955,22,162,7148
5670,3711,36,542,3659
5671,2143,45,772,2777
5672,372,29,476,1787
5673,3251,31,428,4317
5674,2369,12,611,2418
5675,2194,26,296,2756
5676,6956,0,117,6425
5677,2160,34,608,2665
5678,1923,50,375,483
5679,3072,12,516,3504
346,1675,5,737,1521
6437,629,4,921,1037
6436,6372,6,447,7758
6435,5971,17,52,6836
8191,6729,13,95,6108
8196,2804,19,156,2071
6432,6636,41,409,6530
8194,5105,40,402,6355
8195,4078,13,129,4736
8741,2912,3,905,2371
8199,4663,8,728,4996
6439,5740,40,469,6514
6438,3860,6,594,4170
6758,5327,7,683,6018
6759,3833,35,440,4075
6752,65,34,595,716
6753,1201,49,543,1912
6750,797,18,769,994
6751,1567,0,669,1114
6756,1158,38,568,1915
6757,5943,10,678,7667
6754,5193,30,969,6400
6755,4981,40,428,4745
9942,321,26,600,351
9943,6219,19,736,6723
9940,1758,43,615,1999
9941,4088,49,362,5037
9946,6120,0,402,6346
9947,6633,23,403,7567
9944,6673,9,273,7428
9945,1086,29,267,294
9948,5887,24,421,6792
9949,4618,4,159,5059
238,1456,2,210,1257
239,4684,40,491,5764
234,5855,43,199,6305
235,4743,36,894,5939
236,2402,5,856,2496
237,594,10,398,1288
230,6336,7,513,6638
231,599,5,833,56
232,317,13,400,889
233,2949,24,355,2630
1537,1216,5,422,195
2538,3694,23,528,3638
2539,5496,42,119,6467
2532,4154,47,648,5197
2533,514,5,48,1933
2530,954,47,768,21
2531,2553,11,175,2524
2536,3779,7,920,3629
2537,4873,27,96,5569
2534,135,9,768,1643
2535,3199,35,793,4119
5078,6168,2,437,7173
5079,6691,15,917,7817
5072,5044,2,608,7109
5073,4359,45,238,5850
5070,646,8,802,1288
5071,3079,47,81,3810
5076,1797,39,854,1335
5077,5151,31,630,6986
5074,4699,40,6,5701
5075,2506,32,488,2807
9560,1715,31,712,768
9561,6998,9,913,6050
9562,5985,37,510,6082
9563,6221,13,978,7750
9564,1908,15,739,1183
9565,6308,21,595,6890
9566,5632,13,510,7784
9567,5152,17,410,7918
933,4771,50,202,4642
9569,5544,26,361,6058
931,4568,15,302,5324
930,1277,20,42,728
937,1637,49,928,1810
936,6827,19,241,7612
935,2932,46,484,2499
934,3575,10,808,4351
5380,2255,22,794,2426
5381,1669,25,323,646
5382,2484,44,469,2807
5383,2282,50,548,2060
5384,1363,34,750,385
5385,1192,19,169,632
5386,993,43,566,105
5387,5872,37,440,7792
5388,6699,2,935,7927
5389,6556,41,888,6939
3083,301,18,625,506
1536,47,3,622,1003
3227,363,28,239,1948
797,3809,13,615,3552
9385,3808,3,359,3762
795,3190,5,377,3703
9387,6101,47,546,7945
9380,5551,40,413,7856
792,5670,16,629,7693
9382,4165,19,872,5646
790,5925,4,239,6092
9388,5487,7,30,6406
2145,1821,7,355,1234
799,761,16,486,1569
798,4664,14,195,5158
2144,5177,41,159,6842
2415,2868,9,998,2647
2414,1636,49,377,1862
1139,6106,5,297,7939
1138,6559,47,37,6475
2417,4226,39,686,5718
1133,6995,11,980,6855
1132,1478,37,694,931
1131,3473,20,520,3964
1130,6163,34,90,6731
1137,2949,23,921,2535
1136,5913,0,541,7168
1135,5344,10,171,7917
20,450,42,471,1790
4974,3303,19,273,3770
4975,997,4,263,1595
476,743,27,576,551
7148,4987,21,434,4589
7149,4493,45,922,5571
7144,4575,18,54,5603
7145,3256,34,748,3739
7146,3547,27,826,4296
7147,1101,32,401,322
7140,6144,7,871,7322
21,1590,49,965,1829
7142,3940,42,834,4294
7143,6265,45,458,6276
2149,182,21,131,690
4973,224,35,520,1505
8501,3755,44,358,4329
8052,5641,23,661,6668
8503,4747,15,367,4592
8050,2279,32,747,2050
8505,6462,44,505,6335
8504,4409,48,800,5441
8507,3072,33,558,3145
8054,2743,16,546,2389
8509,3277,21,687,3390
8508,1644,3,52,382
8059,6797,46,953,6383
8058,2395,5,715,2857
2882,4664,13,988,5362
2883,6897,48,564,6260
2880,4738,11,136,5824
7499,2317,26,410,2230
2886,2653,35,538,2343
2887,1487,10,212,1574
2884,913,32,794,1385
2885,4780,27,725,5398
7492,6623,12,130,7896
7493,2419,37,562,2576
7490,3933,43,219,3036
7491,5258,44,510,7993
7496,5219,32,273,6577
7497,2690,41,86,2831
7494,6835,9,867,7966
7495,6844,24,252,6622
2,271,4,305,1223
3096,1965,18,463,1217
1920,5312,44,627,7327
1921,1719,30,277,896
3274,5572,23,678,6962
3275,3908,5,999,3934
3272,1054,12,19,170
3273,1009,11,510,1338
3270,726,24,268,879
1927,1721,33,295,155
4761,5128,6,840,6326
1397,1571,10,575,1274
4763,4481,8,462,4637
4762,3450,34,419,3080
4765,4851,6,507,5238
4764,3141,29,92,3520
4767,3447,34,444,3098
4766,4951,18,120,5605
4769,4800,18,484,4609
4768,4994,0,264,4698
8767,5871,40,867,7235
1534,1289,48,106,1838
5808,3012,28,947,3261
5803,84,35,56,1815
8761,2276,30,53,2219
5801,4772,7,472,5641
5800,6287,34,895,6662
5807,783,37,378,562
5806,4457,18,753,4639
5805,1429,24,424,529
5804,3744,26,752,4151
679,3128,21,941,3038
685,4564,4,864,5715
1572,5758,12,134,6752
1571,918,13,221,809
1570,5804,47,137,7388
1577,4953,50,527,5502
1576,1439,14,954,429
7360,133,6,618,1288
1575,133,26,65,672
1574,68,0,440,1191
674,1664,6,719,1974
4888,4944,39,314,5484
4889,4061,23,922,4765
2709,4702,48,926,5086
2708,5682,49,595,7771
675,1488,3,860,223
2705,3011,27,271,3145
2704,733,36,384,864
4882,4910,36,807,5468
2706,239,9,551,1256
4884,5901,8,790,7990
2700,3400,41,886,4184
2703,474,16,531,10
2702,1677,18,993,852
7962,3264,40,990,4328
7963,4009,15,149,4657
7960,5404,20,117,6674
7961,5488,9,709,7385
7966,4201,41,793,5695
7967,6266,47,649,7646
7964,3912,22,44,3595
7965,3316,15,716,4451
9177,1757,43,917,1358
9176,256,9,362,1645
9175,4628,31,936,4503
7969,211,16,805,1211
9173,4887,46,501,5126
9172,1417,43,340,588
9171,5832,32,246,6172
9170,1655,29,484,441
6259,5572,25,119,6704
6258,692,24,219,1545
6253,271,26,641,1991
6252,6521,18,550,7586
6251,1629,50,245,1361
6250,4013,4,284,4875
6257,3591,25,371,4470
6256,4375,9,611,5104
6255,741,48,336,175
6254,10,48,936,788
2411,5284,4,580,6183
8545,1882,12,583,514
9719,5840,36,615,7063
9718,619,32,616,472
8016,6728,12,764,6682
9713,6905,30,115,6815
9712,2708,13,29,2347
9711,5251,42,380,7254
9710,67,41,499,906
9717,3139,6,161,3184
8547,4069,28,142,5930
9715,6536,47,541,6217
9714,5229,36,922,6490
3474,3332,45,232,4334
3475,2627,16,835,2773
830,2912,44,144,2151
831,2587,12,249,2031
836,3590,9,187,3475
3471,4135,6,791,5085
3472,2840,21,381,2629
835,12,31,926,299
8884,5441,28,728,6896
8885,3177,47,402,3302
8886,6472,2,958,6596
8887,5222,14,917,7350
3478,3130,28,413,4278
8881,6725,12,133,6813
8882,4665,9,266,4897
8012,717,34,638,1409
8543,1490,31,509,1710
8542,6797,13,696,6086
8687,5394,6,452,7556
7023,4478,27,906,5752
5249,1153,4,466,985
5248,6170,11,888,6295
1728,2328,22,583,2245
1729,2145,22,331,2852
1726,3578,15,40,3367
5244,2383,43,639,2332
5247,3459,9,539,4086
1725,3266,10,786,3290
5241,4158,32,204,5244
7021,3088,12,53,4482
1720,6305,13,744,6019
1721,2333,43,748,2168
7020,3111,10,828,3479
7027,4421,48,628,5900
7026,1768,41,275,1761
7283,4571,44,997,5108
9001,208,7,147,1615
7930,5985,26,77,6661
9000,6907,39,392,6710
7281,2937,40,512,2414
3005,5402,38,7,6380
5487,6366,11,375,6769
3007,3478,14,242,3825
3006,2142,49,792,2693
3001,4071,41,761,5123
3000,300,50,60,1453
3003,6185,32,207,7077
3002,5751,28,110,6521
7287,96,23,226,1090
3009,950,32,426,722
3008,3185,36,301,4381
7286,4961,3,228,5976
1588,4628,31,127,5534
1589,4109,19,708,5005
7937,4037,34,417,5850
1582,2508,8,464,2447
1583,5623,6,321,7915
1580,4279,39,212,5584
1581,2937,27,630,2074
1586,2362,46,573,2964
1587,4662,45,830,4728
1584,4823,30,912,4527
1585,878,2,403,845
9106,6556,41,166,6203
5481,3743,33,630,3540
9107,2849,45,657,2400
8633,38,6,623,1089
3316,266,45,174,1274
9456,3492,14,393,4423
9105,5893,20,436,6227
9450,1341,12,751,1064
9103,1693,49,500,1011
9452,4072,24,844,4652
5658,4674,8,924,5680
5659,361,30,774,1195
5656,5720,48,578,6686
5657,117,26,532,1177
5654,2182,42,323,2440
5655,5195,29,54,7746
5652,1146,37,770,518
5653,5898,37,357,6476
5650,5365,5,435,6350
5651,803,26,727,241
6419,4533,7,145,4961
6418,3095,7,289,3136
6415,2532,4,732,2956
6414,3415,37,141,3100
6417,3897,12,553,4415
6416,751,15,887,659
6411,1151,33,909,1908
6410,6757,0,828,6437
6413,2864,14,372,2702
6412,4971,11,174,4983
7777,5286,24,495,7479
7776,2408,5,164,2943
7775,5016,50,611,7189
7774,6052,31,390,7493
7773,6713,14,316,6213
7772,1795,27,459,357
7771,4156,39,655,4929
7770,5406,6,769,6245
7779,6663,31,730,7244
7778,2320,39,983,2787
3917,6402,30,549,7857
3916,6153,6,875,7662
3915,1554,35,390,148
3914,823,6,428,1772
3913,219,6,2,628
3912,4539,27,705,5347
3911,4957,4,14,4890
3910,3607,47,437,3286
3919,5050,25,76,7822
3918,4639,36,435,5802
6730,4859,40,217,5116
8315,6047,41,315,6332
6732,957,15,277,1899
8317,2694,14,621,2627
8310,3569,2,640,3845
8311,6819,26,323,6553
8312,5511,6,589,6354
6737,3158,4,640,3481
6738,2499,9,640,2504
6739,3931,43,652,3800
8318,4933,42,167,4529
8319,6187,43,683,7194
9928,5614,50,462,6282
9929,169,50,599,175
9920,883,18,567,1085
9921,3371,44,464,4185
9922,1605,33,863,771
9923,1868,21,250,1602
9924,957,15,252,1563
9925,2258,13,554,2336
9926,2858,2,923,2483
9927,4949,39,916,5596
216,6448,32,599,7939
217,1854,50,186,1021
214,6332,11,878,7437
215,4879,22,324,5770
212,2096,42,922,2774
213,4890,34,187,5583
210,4680,32,833,5554
211,1104,8,505,1626
218,1188,12,352,888
219,4200,42,851,4697
6088,165,25,778,1979
6089,230,45,568,1354
6086,1012,8,411,1578
6087,1949,42,623,463
6084,1988,26,798,637
6085,3122,50,609,4011
6082,6045,16,204,7411
6083,140,46,672,389
6080,2378,25,110,2046
6081,3967,19,676,3238
3284,1561,4,674,181
3649,6117,13,404,6873
3648,1916,5,59,961
3647,1754,20,418,114
3646,4258,27,400,5272
3645,6227,23,857,7013
3644,824,5,344,1975
3643,3087,36,766,3160
3642,5852,4,78,7140
3641,6392,13,819,6511
3640,4255,50,885,5382
2550,4042,9,827,5285
2551,6142,50,505,6485
2552,4963,5,373,5552
2553,3166,50,707,3442
2554,3520,0,772,3050
2555,5869,28,591,6770
2556,6682,50,214,7542
2557,3856,44,243,3468
3283,6840,34,870,7383
2559,5501,8,651,7802
5010,1425,37,33,157
5011,5122,14,288,6513
5012,4087,16,988,5642
5013,2349,14,78,2326
5014,1985,3,496,1513
5015,6068,45,526,6923
5016,1530,7,434,1416
5017,695,49,114,642
5018,1571,9,678,1066
5019,3442,47,455,3877
4419,4341,1,754,5087
4418,6698,47,495,7068
4417,2399,37,49,2039
4416,6736,26,728,7186
